county,precinct,precinctName
"HANCOCK","1B","St Mark"
"HANCOCK","4A","YOUTH CENTER"
"HANCOCK","3B","POWER OF GOD"
"GREENE","006","WHITE PLAINS"
"GREENE","005","SILOAM"
"HANCOCK","2A","COURTHOUSE"
"HANCOCK","3A","MAYFIELD COMMUNITY CENTER"
"COFFEE","6","WEST GREEN"
"COFFEE","5","NICHOLLS"
"JEFF DAVIS","402","WHITEHEAD 2"
"JEFF DAVIS","502","OCMULGEE 2"
"TELFAIR","LU","LUMBER-CITY"
"JEFF DAVIS","302","BLACKBURN 2"
"JEFF DAVIS","401","WHITEHEAD 1"
"JEFF DAVIS","501","OCMULGEE 1"
"BACON","DOUGL","DOUGLAS"
"APPLING","4D","4D"
"JEFF DAVIS","301","BLACKBURN 1"
"APPLING","5B","5B"
"JEFF DAVIS","201","ALTAMAHA 1"
"JEFF DAVIS","100","HAZLEHURST"
"JEFF DAVIS","202","ALTAMAHA 2"
"APPLING","5A","5A"
"APPLING","1C","1C"
"APPLING","1B","1B"
"TELFAIR","SC","SCOTLAND"
"WHEELER","1","ALAMO"
"WHEELER","2","GLENWOOD"
"MONTGOMERY","05","MOUNT VERNON"
"LAURENS","15","MINTER"
"TREUTLEN","SOPE","SOPERTON"
"MONTGOMERY","07","UVALDA"
"MONTGOMERY","02","ALSTON"
"MONTGOMERY","01","AILEY"
"MONTGOMERY","03","HIGGSTON"
"TOOMBS","43","43 CEDAR CROSSING"
"TOOMBS","513","513 VPD"
"MONTGOMERY","06","TARRYTOWN"
"MONTGOMERY","04","KIBBEE"
"TREUTLEN","ANNEX","ANNEX"
"TOOMBS","514","514 STIALC"
"EMANUEL","0050","OAK PARK"
"EMANUEL","1502","NUNEZ"
"PIERCE","4B","MERSHON"
"APPLING","4B","4B"
"APPLING","3C","3C"
"FULTON","EP03B","EP03B"
"FULTON","SC23C","SC23C"
"CLAYTON","RD11","RIVERDALE 11"
"FULTON","SC23A","SC23A"
"FULTON","SC27","SC27"
"FULTON","CP083","CP083"
"FULTON","CP08A","CP08A"
"CLAYTON","RD08","RIVERDALE 8"
"CLAYTON","RD01","RIVERDALE 1"
"CLAYTON","RD03","RIVERDALE 3"
"CLAYTON","OAK4","OAK 4"
"CLAYTON","OAK6","OAK 6"
"CLAYTON","OAK2","OAK 2"
"CLAYTON","RD10","RIVERDALE 10"
"CLAYTON","OAK3","OAK 3"
"FULTON","CP06B","CP06B"
"FULTON","CP06A","CP06A"
"FULTON","CP051","CP051"
"FULTON","CP05B","CP05B"
"FULTON","CP07F","CP07F"
"FULTON","CP07B","CP07B"
"FULTON","CP04B","CP04B"
"FULTON","CP04A","CP04A"
"FULTON","CP012","CP012"
"FULTON","EP03A","EP03A"
"FULTON","CP011","CP011"
"FULTON","EP01C","EP01C"
"FULTON","EP01A","EP01A"
"CLAYTON","OAK1","OAK 1"
"FULTON","CP02","CP02"
"FULTON","CP01B","CP01B"
"FULTON","EP02C","EP02C"
"FULTON","EP02A","EP02A"
"FULTON","12E2","12E2"
"FULTON","11B","11B"
"FULTON","SC02","SC02"
"FULTON","11B2","11B2"
"FULTON","11C2","11C2"
"FULTON","11B1","11B1"
"FULTON","SC14A","SC14A"
"FULTON","SC30A","SC30A"
"FULTON","10A","10A"
"FULTON","10C","10C"
"FULTON","11N","11N"
"FULTON","11M","11M"
"FULTON","11M1","11M1"
"FULTON","SC30B","SC30B"
"FULTON","11C","11C"
"WARREN","1","WARRENTON"
"JEFFERSON","0076","STAPLETON"
"JEFFERSON","1593","AVERA"
"GLASCOCK","MILL","MILL"
"JEFFERSON","1460","STAPLETON CROSSROADS"
"JEFFERSON","0081","WRENS"
"MCDUFFIE","104","SWEETWATER"
"MCDUFFIE","102","CEDAR ROCK"
"MCDUFFIE","103","DEPOT"
"MCDUFFIE","105","WHITE OAK"
"MCDUFFIE","107","FORT CREEK"
"MCDUFFIE","106","DEARING"
"COLUMBIA","024","Second Mount Moriah Baptist Church"
"COLUMBIA","025","Bessie Thomas Center"
"COLUMBIA","010","Kiokee Bapt Church"
"EMANUEL","0057","SUMMERTON"
"EMANUEL","1560","TWIN CITY"
"EMANUEL","1429","GARFILED"
"EMANUEL","1333","CANOOCHEE"
"BURKE","0007","MIDVILLE"
"BURKE","0013","VIDETTE"
"BURKE","0010","SCOTTS CROSSROADS"
"BULLOCH","12","PORTAL"
"JENKINS","5","FOUR POINTS"
"BULLOCH","1","LOCKHART"
"BULLOCH","2","BLITCH"
"SCREVEN","05","ROCKY FORD"
"JENKINS","1","PRIMARY SCHOOL"
"JENKINS","3","PERKINS"
"JENKINS","2","COURT HOUSE"
"BURKE","0008","MUNNERLYN"
"JENKINS","4","SENIOR CITIZENS CENTER"
"BURKE","0001","ALEXANDER"
"BURKE","0004","GOUGH"
"JEFFERSON","0077","MATTHEWS"
"RICHMOND","801","801"
"BURKE","0006","KEYSVILLE"
"BURKE","0012","ST CLAIR"
"BURKE","0016","BLAKENEY"
"BURKE","0002","FOUR POINTS"
"RICHMOND","804H","804H"
"RICHMOND","810","810"
"COLUMBIA","022","HARLEM SENIOR CENTER"
"RICHMOND","803","803"
"RICHMOND","801B","801B"
"COLUMBIA","020","Harlem Branch Library"
"COLUMBIA","026","Philadelphia Church"
"COLUMBIA","033","Grovetown Dept of Public Safety Station #2"
"COLUMBIA","030","Liberty Park-Grovetown"
"COLUMBIA","031","Grovetown Methodist"
"COLUMBIA","034","Grove First Baptist Church"
"COLUMBIA","019","Columbia Co. Health Dept."
"COLUMBIA","014","Stevens Creek Church-Grovetown"
"COLUMBIA","068","Parkway Elementary"
"COLUMBIA","018","NEW LIFE CHURCH"
"COLUMBIA","016","Woodlawn Bapt Church"
"COLUMBIA","015","Lewis Methodist"
"COLUMBIA","017","PATRIOTS PARK"
"COLUMBIA","062","Parkway Baptist Church"
"RICHMOND","811","811"
"RICHMOND","804","804"
"RICHMOND","807","807"
"RICHMOND","406","406"
"RICHMOND","405","405"
"RICHMOND","401","401"
"RICHMOND","606","606"
"RICHMOND","601","601"
"RICHMOND","403","403"
"RICHMOND","501","501"
"COLUMBIA","032","G A APOSTOLIC CHURCH"
"COLUMBIA","075","BELAIR BAPTIST CHURCH"
"RICHMOND","310","310"
"RICHMOND","402","402"
"COLUMBIA","065","Christ Sanctified"
"COLUMBIA","060","Col Cty Board of Edu"
"COLUMBIA","070","BLANCHARD PARK"
"COLUMBIA","085","Trinity Bapt Church"
"COLUMBIA","076","MARVIN METHODIST"
"COLUMBIA","120","GOLD CROSS EMS"
"COLUMBIA","125","CHURCH OF OUR SAVIOR"
"COLUMBIA","130","WEST ACRES BAPTIST"
"COLUMBIA","134","COL CTY MAIN LIBRARY"
"RICHMOND","506","506"
"RICHMOND","306","306"
"RICHMOND","502","502"
"RICHMOND","505","505"
"RICHMOND","507","507"
"RICHMOND","201","201"
"RICHMOND","704","704"
"RICHMOND","302","302"
"RICHMOND","304","304"
"RICHMOND","301","301"
"COLUMBIA","080","Westside Bapt Church"
"COLUMBIA","090","ABILENE BAPTIST"
"COLUMBIA","110","Columbia Co. Fire HDQTR"
"RICHMOND","308","308"
"COLUMBIA","115","MARTINEZ BAPTIST"
"COLUMBIA","111","LAKESIDE MIDDLE"
"COLUMBIA","136","BLUERIDGE ELEMENTARY"
"COLUMBIA","137","CHRIST THE KING CHURCH"
"RICHMOND","706","706"
"RICHMOND","705","705"
"COLUMBIA","100","AUGUSTA CHRISTIAN"
"COLUMBIA","105","SAVANNAH RAPIDS PAVILION"
"COLUMBIA","108","ACS-Furys Ferry Rd Campus"
"BURKE","0015","SOUTH WAYNESBORO"
"BURKE","0014","NORTH WAYNESBORO"
"BURKE","0005","GREENSCUT"
"RICHMOND","802","802"
"BURKE","0011","TELFAIR"
"RICHMOND","806","806"
"RICHMOND","608","608"
"RICHMOND","808","808"
"RICHMOND","607","607"
"RICHMOND","504","504"
"RICHMOND","605","605"
"RICHMOND","604","604"
"RICHMOND","602","602"
"RICHMOND","805","805"
"RICHMOND","115","115"
"RICHMOND","104","104"
"RICHMOND","503","503"
"RICHMOND","202","202"
"RICHMOND","208","208"
"RICHMOND","210","210"
"RICHMOND","303","303"
"RICHMOND","108","108"
"RICHMOND","204","204"
"RICHMOND","110","110"
"RICHMOND","207","207"
"RICHMOND","105","105"
"RICHMOND","203","203"
"RICHMOND","101","101"
"RICHMOND","307","307"
"RICHMOND","107","107"
"RICHMOND","111","111"
"RICHMOND","102","102"
"RICHMOND","701","701"
"RICHMOND","709","709"
"RICHMOND","708","708"
"RICHMOND","703","703"
"RICHMOND","707","707"
"COLUMBIA","109","Stevens Creek Church"
"RICHMOND","702","702"
"RICHMOND","106","106"
"RICHMOND","103","103"
"RICHMOND","109","109"
"RICHMOND","112","112"
"CAMDEN","06","WEST KINGSLAND"
"CAMDEN","08","KINGSLAND"
"CAMDEN","07","NORTH KINGSLAND"
"CAMDEN","03","WOODBINE"
"CAMDEN","14","WEST ST. MARYS"
"CAMDEN","11","ST. MARYS"
"CAMDEN","12","SOUTH ST. MARYS"
"CAMDEN","09","EAST KINGSLAND"
"CAMDEN","13","MUSH BLUFF"
"CAMDEN","05","HARRIETS BLUFF"
"CAMDEN","10","NORTH ST. MARYS"
"GLYNN","1923","BRK"
"CAMDEN","02","WAVERLY"
"GLYNN","1933","MAR"
"WAYNE","3B","GARDI"
"GLYNN","1713","SES"
"GLYNN","1943","BLY"
"GLYNN","5943","ARCO"
"GLYNN","5923","HCP"
"GLYNN","5933","UPP"
"FULTON","SC08H","SC08H"
"FULTON","UC01D","UC01D"
"FULTON","SC17B","SC17B"
"FULTON","SC08I","SC08I"
"FULTON","SC08B","SC08B"
"FULTON","SC29A","SC29A"
"FULTON","SC23B","SC23B"
"FULTON","SC09B","SC09B"
"FULTON","SC11B","SC11B"
"FULTON","SC11A","SC11A"
"FULTON","UC01C","UC01C"
"FULTON","UC033","UC033"
"FULTON","CP084","CP084"
"FULTON","SC08D","SC08D"
"FULTON","UC01B","UC01B"
"FULTON","SC09C","SC09C"
"FULTON","SC09A","SC09A"
"FULTON","SC10","SC10"
"FULTON","CP081","CP081"
"FULTON","UC01E","UC01E"
"FULTON","SC17A","SC17A"
"FULTON","SC18D","SC18D"
"FULTON","SC17C","SC17C"
"FULTON","SC19A","SC19A"
"FULTON","EP04B","EP04B"
"FULTON","SC18A","SC18A"
"FULTON","11E3","11E3"
"FULTON","11E1","11E1"
"FULTON","11E2","11E2"
"FULTON","SC19B","SC19B"
"FULTON","SC08J","SC08J"
"FULTON","CP052","CP052"
"FULTON","EP04A","EP04A"
"FULTON","CP07C","CP07C"
"FULTON","CP05C","CP05C"
"FULTON","CP07A","CP07A"
"FULTON","CP07E","CP07E"
"FULTON","CP07D","CP07D"
"FULTON","11P","11P"
"FULTON","EP04C","EP04C"
"FULTON","11J","11J"
"FULTON","UC02B","UC02B"
"FULTON","SC05C","SC05C"
"FULTON","SC08C","SC08C"
"FULTON","SC05B","SC05B"
"FULTON","SC18C","SC18C"
"FULTON","SC18B","SC18B"
"DOUGLAS","784","FACTORY SHOALS"
"DOUGLAS","1275","Lithia Springs High School"
"DOUGLAS","1274","First Baptist Lithia Springs"
"DOUGLAS","1270","Atlanta West Pentecostal"
"FULTON","SC01A","SC01A"
"FULTON","SC31","SC31"
"FULTON","SC01C","SC01C"
"FULTON","SC16A","SC16A"
"FULTON","SC02A","SC02A"
"FULTON","SC33","SC33"
"FULTON","SC16B","SC16B"
"FULTON","11C3","11C3"
"COBB","BT01","BRYANT 01"
"COBB","PE01","PEBBLEBROOK 01"
"COBB","MA02","MABLETON 02"
"COBB","BT02","BRYANT 02"
"FULTON","SC32","SC32"
"COBB","RS01","RIVERSIDE 01"
"COBB","HL01","HARMONY-LELAND 01"
"FULTON","UC01A","UC01A"
"FULTON","UC031","UC031"
"FULTON","SC08E","SC08E"
"FULTON","SC29B","SC29B"
"FULTON","UC035","UC035"
"TOWNS","990","HIAWASSEE"
"HABERSHAM","07","AMYS CREEK"
"HABERSHAM","01","HABERSHAM NORTH"
"RABUN","RABUN","RABUN COUNTY"
"TALIAFERRO","172","SHARON"
"WILKES","1","SENIOR CITIZEN CENTER"
"WILKES","3A","EDWARD B POPE CENTER"
"WILKES","4A","COURTHOUSE"
"WILKES","2A","YOUNG FAMER'S BLDG"
"WILKES","2B","METASVILLE FIRE STA"
"WILKES","4B","TIGNALL SCH LUNCH RM"
"ELBERT","191","ELIAM"
"ELBERT","190","LONGSTREET"
"ELBERT","192","PETERSBURG"
"MCDUFFIE","101","NMCDUFFIE"
"LINCOLN","1-B","LINCOLN CLUB HOUSE"
"LINCOLN","2","LINCOLN CENTER"
"LINCOLN","3-A","FAITH TEMPLE OF LINCOLN"
"COLUMBIA","040","EUBANK/BLANCHARD CTR"
"LINCOLN","3-B","TABERNACLE"
"LINCOLN","4-B","MARTINS CROSSROAD"
"LINCOLN","1-A","MIDWAY"
"LINCOLN","4-A","BETHANY CHURCH"
"ELBERT","196","MOSS-RUCKERSVILLE"
"ELBERT","199","GAINES"
"COLUMBIA","051","Damascus Bapt Church"
"COLUMBIA","050","Second Mt. Carmel Baptist Church"
"COLUMBIA","064","Grace Baptist Church"
"COLUMBIA","061","Greenbrier High"
"COLUMBIA","131","JOURNEY COMM CHURCH"
"COLUMBIA","063","Riverview Church"
"COLUMBIA","132","WESLEY METHODIST"
"COLUMBIA","135","CHRIST CHURCH PRESBYTERIAN"
"COLUMBIA","107","GOSPEL WATER BRANCH"
"CHATHAM","8-01C","8-01C R.M.G. Civil Rights Museum"
"CHATHAM","3-13C","3-13C NEW COV 7 DAY ADV CH"
"CHATHAM","1-12C","1-12C ISLE OF HOPE BAPTIST"
"CHATHAM","3-05C","3-05C NEW GENERATIONS CATHEDRAL"
"CHATHAM","3-12C","3-12C THUNDERBOLT MUNI COMPLEX"
"CHATHAM","1-17C","1-17C Islands Christian Church"
"CHATHAM","3-04C","3-04C FIRST AFRICAN BAPTIST CHURCH"
"CHATHAM","3-03C","3-03C SAVANNAH HIGH SCHOOL"
"CHATHAM","2-06C","2-06C ELI WHITNEY COMPLEX"
"CHATHAM","8-07C","8-07C Woodville-Tompkins TI"
"EFFINGHAM","2C","2C"
"EFFINGHAM","5C","5C"
"EFFINGHAM","5A","5A"
"EFFINGHAM","5D","5D"
"EFFINGHAM","5B","5B"
"EFFINGHAM","4A","4A"
"CHATHAM","4-08C","4-08C Wilmington Island Pres Church"
"CHATHAM","4-07C","4-07C Wilmington Island UMC"
"CHATHAM","4-04C","4-04C Lighthouse Baptist Church"
"CHATHAM","4-06C","4-06C First Baptist of the Island"
"CHATHAM","4-05C","4-05C St Francis Episcopal Church"
"null","null","null"
"CHATHAM","4-02C","4-02C Islands High School Annex"
"CHATHAM","4-11C","4-11C Island Old School Cafe"
"SCREVEN","04","JENK HILL FIRE STA"
"SCREVEN","12","COOPERVILLE FIRE STATION"
"SCREVEN","09","GREENHILL CHURCH"
"SCREVEN","01","SYLVANIA"
"SCREVEN","02","HUNTERS"
"SCREVEN","06","BAY BRANCH"
"SCREVEN","08","SCREVEN REC DEPT"
"BURKE","0009","SARDIS"
"SCREVEN","10","SR CITIZENS CENTER"
"SCREVEN","07","HILTONIA"
"SCREVEN","03","NEWINGTON"
"SCREVEN","11","JACKSON FIRE STATION"
"BURKE","0003","GIRARD"
"CHATTOOGA","968","MENLO"
"CARROLL","1006","KANSAS"
"HARALSON","04","BUNCOMBE"
"HARALSON","12","TALLAPOOSA"
"HARALSON","11","BEREA-STEADMAN"
"HARALSON","13","WACO"
"HARALSON","03","BUCHANAN"
"POLK","02","BLOOMING GROVE"
"HARALSON","08","LITTLE CREEK"
"HARALSON","07","FELTON"
"POLK","07","YOUNGS GROVE"
"POLK","05","LAKE CREEK"
"POLK","03","CEDARTOWN"
"CARROLL","1371","BURWELL"
"CARROLL","1240","MT ZION"
"CARROLL","714A4","UNIVERSITY OF W GA"
"CARROLL","714A1","WEST CARROLLTON"
"CARROLL","714A6","TABERNACLE CHURCH"
"CARROLL","714A5","COUNTY ADMIN BLDG"
"CARROLL","1496","BOWDON JUNCTION"
"CARROLL","714BN","BURSON CENTER"
"HARALSON","02","BREMEN"
"HARALSON","05","CORINTH"
"HARALSON","10","SEVENTH"
"CARROLL","714A3","BONNER"
"CARROLL","714A2","LAKESHORE REC CENTER"
"CARROLL","501","BETHANY"
"CARROLL","1152","CENTER POINT"
"CARROLL","1122","SANDHILL"
"CARROLL","650","TEMPLE CITY"
"CARROLL","649","TEMPLE COUNTY"
"CARROLL","640","V R COUNTY SOUTH"
"CARROLL","641","V R COUNTY NORTH"
"HARALSON","09","MT VIEW"
"HARALSON","06","TWENTIETH"
"POLK","04","FISH CREEK"
"PAULDING","0016C","Beulahland Baptist Church"
"PAULDING","0017C","Paulding County Airport"
"POLK","06","ROCKMART"
"POLK","01","ARAGON"
"FLOYD","020","CAVE SPRING"
"FLOYD","045","FOSTERS MILL"
"FLOYD","080","NORTH CAROLINA"
"FLOYD","015","BARKERS"
"FLOYD","125","VANNS VALLEY"
"FULTON","CH03","CH03"
"DOUGLAS","1272","PRAYS MILL GYM"
"FULTON","CH01","CH01"
"FULTON","CH02","CH02"
"DOUGLAS","736S","CHURCH AT CHAPEL HILL"
"DOUGLAS","734","BRIGHT STAR"
"DOUGLAS","735","DORSETT SHOALS"
"DOUGLAS","1259","WINSTON"
"DOUGLAS","738","ST JULIANS EPISCOPAL"
"DOUGLAS","733","ARBOR STATION"
"DOUGLAS","730","Old Courthouse"
"DOUGLAS","729","Golden Methodist Church"
"DOUGLAS","732","STEWART"
"PAULDING","0019C","Dobbins Middle School"
"DOUGLAS","736N","CHAPEL HILL"
"DOUGLAS","739","Lutheran Church-GS"
"DOUGLAS","740","First Baptist Douglasville"
"DOUGLAS","737","CHESTNUT LOG"
"DOUGLAS","1276","Deer Lick"
"DOUGLAS","731","Beulah Baptist Church"
"DOUGLAS","1273","TURNER"
"PAULDING","0015C","MULBERRY ROCK PARK"
"PAULDING","0007B","Watson Govt Cmplx"
"PAULDING","0013B","Nebo Elem School"
"PAULDING","0014B","WHITE OAK PARK"
"PAULDING","0001B","BURNT HICKORY PARK"
"PAULDING","0005C","Paulding Sr Center"
"PAULDING","0010B","Poplar Sprgs Bapt Church"
"PAULDING","0012C","Taylor Farm Park"
"PAULDING","0006B","Legacy Bapt Church"
"PAULDING","0009B","Events Place"
"PAULDING","0008C","East Paulding Middle Sch"
"COBB","SW01","SWEETWATER 01"
"COBB","CL02","CLARKDALE 02"
"GORDON","980","RESACA"
"DADE","1038","SOUTH DADE"
"DADE","960","TRENTON"
"DADE","1214","NEW SALEM"
"DADE","1222","DAVIS"
"DADE","1885","NEW HOME"
"WALKER","1809","KENSINGTON"
"WALKER","1161","MOUNTAIN"
"WALKER","0917","WALNUT GROVE"
"WALKER","0871","LA FAYETTE"
"WALKER","1818","CHICKAMAUGA"
"WALKER","0944","ROCK SPRING"
"DADE","1889","WEST BROW"
"DADE","974","NORTH DADE"
"WALKER","1501","CHATTANOOGA VALLEY"
"WALKER","1851","FAIRYLAND"
"WALKER","1812","ROSSVILLE"
"WALKER","1893","FAIRVIEW"
"CATOOSA","CHAM","CHAMBERS"
"CATOOSA","FT O","FT OGLETHORPE"
"CATOOSA","LAKE","LAKEVIEW"
"CATOOSA","WEST","WESTSIDE"
"WALKER","0953","ARMUCHEE VALLEY"
"CATOOSA","WOOD","WOODSTATION"
"WHITFIELD","TR","TR"
"CATOOSA","BLCK","BLACKSTOCK"
"WHITFIELD","CA","CA"
"WHITFIELD","TI","TI"
"WHITFIELD","DG","DG"
"WHITFIELD","AN","AN"
"WHITFIELD","MC","MC"
"WHITFIELD","WS","WS"
"WHITFIELD","2A","2A"
"WHITFIELD","TH","TH"
"WHITFIELD","4A","4A"
"WHITFIELD","3A","3A"
"WHITFIELD","1A","1A"
"WHITFIELD","6A","6A"
"WHITFIELD","5A","5A"
"WHITFIELD","PG","PG"
"CATOOSA","BOYN","BOYNTON"
"CATOOSA","POPS","POPLAR SPRINGS"
"CATOOSA","GRAY","GRAYSVILLE"
"CATOOSA","RING","RINGGOLD"
"CATOOSA","CAKT","CATOOSA KEITH"
"WHITFIELD","VA","VA"
"WHITFIELD","CO","CO"
"CARROLL","1542","HULETT"
"CARROLL","1540","FAIRFIELD"
"DOUGLAS","1260","DOG RIVER LIBRARY"
"DOUGLAS","1271","Ephesus Baptist Church"
"CARROLL","642","VILLA RICA CITY"
"DOUGLAS","1258","Mirror Lake Elementary"
"PAULDING","0011C","D Wright Innovation Ctr"
"COFFEE","1","DOUGLAS"
"COFFEE","4","BROXTON"
"TELFAIR","MI","MILAN"
"TELFAIR","JA","JACKSONVILLE"
"WILCOX","2A","ABBEVILLE NORTH #2"
"DODGE","MITCH","Mitchell"
"DODGE","PONDT","Pondtown"
"DODGE","VILUL","Vilula"
"DODGE","MCCRA","McCranie"
"DODGE","LEE","Lee"
"DODGE","EDDIN","Eddin"
"DODGE","EMPIR","Empire"
"BLECKLEY","1","1"
"DODGE","RAWLI","Rawlins"
"DODGE","YONKE","Yonker"
"DODGE","PLAIN","Plainfield"
"DODGE","MULLI","Mullis"
"DODGE","MILAN","Milan"
"DODGE","CHAUN","Chauncey"
"DODGE","JONES","Jones"
"DODGE","JAYBI","Jaybird"
"TELFAIR","MC","MCRAE"
"TELFAIR","HE","HELENA"
"DODGE","CLARK","Clark"
"LAURENS","08","BURCH"
"LAURENS","10","CADWELL"
"LAURENS","19","REEDY SPRINGS"
"LAURENS","13","HAMPTON MILL"
"LAURENS","16","RURAL FIRE STATION 7"
"LAURENS","22","LCFS #10"
"PEACH","F2","FORT VALLEY #2"
"PEACH","P1","POWERSVILLE"
"CRAWFORD","5","DISTRICT 5"
"CRAWFORD","4","DISTRICT 4"
"PEACH","B1","BYRON #1"
"PEACH","C1","CLAUDE"
"HOUSTON","MCMS","MCMS"
"HOUSTON","TMS","TMS"
"HOUSTON","CENT","CENT"
"HOUSTON","CGTC","CGTC"
"HOUSTON","TWPK","TWPK"
"HOUSTON","FMMS","FMMS"
"HOUSTON","ANNX","ANNX"
"HOUSTON","HCTC","HCTC"
"HOUSTON","HHPC","HHPC"
"PEACH","B2","BYRON #2"
"BIBB","WA2","WARRIOR 2"
"BIBB","RU1","RUTLAND 1"
"HOUSTON","NHSC","NHSC"
"BIBB","RU2","RUTLAND 2"
"BIBB","WA1","WARRIOR 1"
"GRADY","L","LIMESINK"
"MITCHELL","BV","BRANCHVILLE"
"GRADY","B","BLOWING CAVE"
"GRADY","S","SPENCE"
"MITCHELL","PE","PELHAM"
"BAKER","N","NEWTON"
"BAKER","M","MILFORD"
"MITCHELL","CN","CAMILLA NORTH"
"MITCHELL","CS","CAMILLA SOUTH"
"MITCHELL","BA","BACONTON"
"THOMAS","115","OCHLOCKNEE"
"THOMAS","111","MEIGS"
"MITCHELL","CT","COTTON"
"MITCHELL","HI","HINSONTON"
"THOMAS","106","LITTLE OCHLOCKNEE BAPTIST"
"THOMAS","112","MERRILLVILLE"
"COLQUITT","0012","HAMILTON"
"MITCHELL","PC","PEBBLE CITY"
"MITCHELL","SC","SALE CITY"
"MITCHELL","LS","LESTER"
"COLQUITT","0013","HARTSFIELD"
"COLQUITT","0021","THIGPEN"
"COLQUITT","0010","DOERUN"
"WORTH","12","BRIDGEBORO"
"CLAY","5","DAYS CROSS ROAD"
"CLAY","2","ZETTO"
"CLAY","3","COURT HOUSE"
"CLAY","4","OLD HEAD START"
"QUITMAN","M","MORRIS"
"QUITMAN","G","GEORGETOWN"
"STEWART","06","OMAHA"
"null","null","null"
"null","null","null"
"MUSCOGEE","112","OLOLC"
"MUSCOGEE","122","FIRST AFRICAN"
"MUSCOGEE","125","GALLOPS"
"MUSCOGEE","110","CUSSETA RD"
"MUSCOGEE","101","WYNNTON"
"MUSCOGEE","102","Carver/Library"
"MUSCOGEE","118","ST PAUL"
"MUSCOGEE","124","EPWORTH"
"MUSCOGEE","109","WYNNBROOK"
"MUSCOGEE","107","COLUMBUS TECH"
"MUSCOGEE","104","BRITT DAVID"
"MUSCOGEE","105","ST PETER"
"MUSCOGEE","108","CENTRAL"
"MUSCOGEE","106","CHATTAHOOCHEE"
"HARRIS","U9","UPPER 19TH"
"HARRIS","L9","LOWER 19TH"
"HARRIS","MG","MULBERRY GROVE"
"TROUP","05","WEST POINT"
"HARRIS","SK","SKINNER"
"TROUP","11","LONG CANE"
"TROUP","13","GRAY HILL"
"HARRIS","WH","WHITESVILLE"
"TROUP","02","ADMINISTRATION BLDG"
"TROUP","04","GRIGGS CENTER"
"TROUP","08","ROSEMONT"
"TROUP","15","HIGHLAND"
"HEARD","SOU","SOUTHWEST"
"DOUGHERTY","07","ASU West Campus"
"DOUGHERTY","26","Lamar Reese Elementary School"
"DOUGHERTY","11","Alice Coachman Elementary"
"DOUGHERTY","14","Litman Cathedral"
"DOUGHERTY","10","Mt. Zion Center"
"DOUGHERTY","12","Driskell Community Center"
"DOUGHERTY","13","Shiloh Baptist Church"
"LEE","6","FIRST BAPTIST"
"DOUGHERTY","04","Greenbriar Church"
"DOUGHERTY","05","Westover High School"
"LEE","7","SDA CHURCH"
"LEE","5","FRIENDSHIP BAPTIST"
"DOUGHERTY","02","Sherwood Elementary School"
"DOUGHERTY","06","Merry Acres Middle"
"DOUGHERTY","03","Covenant Church"
"LEE","8","Flint Reformed Baptist"
"TERRELL","03","BRONWOOD"
"SUMTER","17","THOMPSON"
"LEE","3","CJC"
"LEE","2","SMITHVILLE"
"DOUGHERTY","19","Radium Middle School"
"DOUGHERTY","18","Bill Miller Community Center"
"DOUGHERTY","28","ASU East Campus - Lovett Hall"
"DOUGHERTY","17","Robert H. Harvey Elementary"
"DOUGHERTY","22","Phoebe East"
"DOUGHERTY","20","Putney 1st Baptist Church"
"DOUGHERTY","21","International Studies"
"DOUGHERTY","15","Phoebe Healthworks"
"DOUGHERTY","24","ALBANY MIDDLE SCHOOL"
"LEE","9","Century Fire Station"
"DOUGHERTY","16","Turner Elementary School"
"DOUGHERTY","23","Pine Bluff Baptist Church"
"LEE","10","REDBONE"
"WORTH","14","COUNTY LINE"
"WORTH","1","SYLVESTER"
"WORTH","6","RED ROCK"
"LEE","4","LEESBURG"
"LEE","1","CHOKEE"
"SUMTER","15","LESLIE"
"WORTH","9","WARWICK"
"CRISP","CONEY","CONEY"
"SUMTER","O-26","PLAINS"
"SUMTER","N-26","CONCORD"
"SUMTER","W-27","AGRI-CENTER"
"SUMTER","C2-27","JROTC"
"SUMTER","C3-27","REC DEPT"
"SUMTER","E-27","AIRPORT"
"SUMTER","C1-27","REES PARK"
"SCHLEY","01","PRECINCT ONE"
"SUMTER","28","BROWNS MILL"
"SUMTER","29","ANDERSONVILLE"
"DOOLY","10","LILLY"
"DOOLY","2","BYROMVILLE"
"MACON","2","OGLETHORPE"
"MACON","4","MONTEZUMA #4"
"MACON","1","IDEAL"
"MACON","5","MONTEZUMA #5"
"MACON","3","MARSHALLVILLE"
"MUSCOGEE","117","GENTIAN"
"MUSCOGEE","119","MOON"
"MUSCOGEE","115","CANAAN"
"MUSCOGEE","120","ST ANDREWS"
"MUSCOGEE","121","SALVATION ARMY"
"HARRIS","CA","CATAULA"
"HARRIS","HA","HAMILTON"
"MUSCOGEE","127","PSALMOND"
"HARRIS","EL","ELLERSLIE"
"HARRIS","WA","WAVERLY HALL"
"HARRIS","GM","GOODMAN"
"HARRIS","PV","PINE MOUNTAIN VALLEY"
"MERIWETHER","04","7TH-ODESSADALE"
"HARRIS","VP","VALLEY PLAINS"
"MERIWETHER","11","2ND-WARM SPRINGS"
"MERIWETHER","12","THIRD-DURAND"
"TALBOT","06","BOX SPRINGS"
"TALBOT","04","GENEVA"
"TALBOT","01","ONEAL"
